code,name,address,website,phone,description,share_list,sector,industry
KKGI,Resource Alam Indonesia Tbk.,"Bumi Raya Group Building - Jl. Pembangunan I No. 3, Jakarta Pusat",https://www.raintbk.com,62 21 633 3036,"PT Resource Alam Indonesia Tbk, together with its subsidiaries, engages in coal and methane mining in Indonesia. It also sells high pressure laminate and melamine laminated particle boards; and provides harbor management, electricity supply, and other mining and excavation support services. In addition, the company is involved in the metals and metal ores wholesale, hydropower plant industry, real estate, and trading activities. The company was formerly known as PT Kurnia Kapuas Utama Tbk and changed its name to PT Resource Alam Indonesia Tbk in November 2003. PT Resource Alam Indonesia Tbk was founded in 1981 and is headquartered in Jakarta Pusat, Indonesia.",5000000000,Energy,Thermal Coal
KLBF,Kalbe Farma Tbk.,"Gedung KALBE - Jl. Let. Jend. Suprapto Kav. 4 Cempaka Putih, Jakarta",https://www.kalbe.co.id,62 21 4287 3888,"PT Kalbe Farma Tbk., together with its subsidiaries, develops, manufactures, and trades in pharmaceutical products in Indonesia. The company operates through four divisions: Prescription Pharmaceuticals, Consumer Health, Nutritionals, and Distribution and Logistic. It offers generic, branded, and licensed drugs, including Brainact, Cefspan, Mycoral, Cernevit, Cravit, Neuralgin, Broadced, Neurotam, Hemapo, and CPG that are distributed to hospitals, pharmacies, and drug stores. The company also provides over-the-counter drugs; energy drinks, ready-to-drink products, supplements, and other preventive products; and nutritional products for infants, toddlers, children, teenagers, adults, pregnant and lactating women, and elders, as well as for consumers with special medical needs. In addition, it offers contract services, including clinical study management, bioavailability/bioequivalence studies, and contract analysis to pharmaceutical companies; and animal health products, as well as operates Mitrasana Clinics, a health care service. Further, the company provides health screening services; operates as an agent and representative for biotechnology products; distributes consumer products, medical equipment, cosmetics, and other trading products; and trades in medical and laboratory equipment and supplies, raw materials for pharmaceutical products, and consumable products for hemodialysis therapy, as well as offers advertising services. PT Kalbe Farma Tbk. was incorporated in 1966 and is headquartered in Jakarta, Indonesia.",46875122110,Healthcare,Drug Manufacturer - General
KLIN,Klinko Karya Imaji Tbk.,NULL,NULL,NULL,NULL,1307500000,NULL,NULL
KMDS,Kurniamitra Duta Sentosa Tbk.,"Jl. Komplek Pergudangan Multi Guna T8 - No 16 Alam Sutera Serpong Utara, Tangerang Selatan",https://www.kmds.co.id,62 21 2235 3388,"PT Kurniamitra Duta Sentosa, Tbk operates as a food and beverage industry in Indonesia. It trades, distributes, and sells syrups, fruit mixes, frappe products, and gourmet sauces; coffee products; almond milk, soy milk, coconut milk, dairy milk, and free lactose milk products; and coffee makers. The company was founded in 2000 and is headquartered in Tangerang Selatan, Indonesia. PT Kurniamitra Duta Sentosa, Tbk is a subsidiary of PT Miki Ojisan Indomitra.",800000000,Consumer Defensive,Food Distribution
KMTR,Kirana Megatara Tbk.,"The East Tower Building - 21st Floor Jl. Dr. Ide Anak Agung Gde Agung Kav. E.3.2 No. 1, Jakarta",https://www.kiranamegatara.com,62 21 5794 7988,"PT Kirana Megatara Tbk, together with its subsidiaries, produces and sells crumb rubber in Indonesia. The company's products portfolio includes SIR 10, SIR 20, and SIR 20 CV type of crumb rubber. Its SIR products are exported to tire manufacturers worldwide. The company was founded in 1964 and is headquartered in Jakarta, Indonesia. PT Kirana Megatara Tbk operates as a subsidiary of HSF (S) Pte. Ltd.",8215366379,Consumer Cyclical,Auto Parts
KOBX,Kobexindo Tractors Tbk.,"Kobexindo Tower - Jalan Pasir Putih Raya Blok E-5-D Ancol Pademangan, Jakarta Utara",https://www.kobexindo.com,62 21 6470 0800,"PT Kobexindo Tractors Tbk, together with its subsidiaries, engages in the distribution and servicing of heavy equipment in Indonesia. The company operates through Heavy Equipment, Spare Parts, Repair Services and Mining Contracting, and Building and Heavy Equipment Rental segments. It offers excavators, hydraulic breakers, articulated dump trucks, rigid dump trucks, heavy duty on and off-road trucks, and wheel loaders; diesel-powered forklifts; diesel and electric forklifts, hand pallets, hand stackers, racks, and sweeping and scrubber machines; and after sales services, as well as supplies spare parts. The company also provides maintenance and rental services for heavy equipment; and engages in the rental of office building. It markets and distributes heavy equipment for mining, agriculture and plantation, construction, and forestry industries; and serves warehousing and logistics business, and manufactures. The company was founded in 2002 and is headquartered in North Jakarta, Indonesia. PT Kobexindo Tractors Tbk is a subsidiary of PT Kobexindo Investama.",2272500000,Industrials,Farm & Heavy Construction Machinery
KOIN,Kokoh Inti Arebama Tbk,"Graha Mobisel - 3rd Floor Jl. Buncit Raya No.139 Kalibata, Pancoran, Jakarta Selatan",https://www.pt-kokoh.com,62 21 799 3973,"PT Kokoh Inti Arebama Tbk engages in trading of building materials. It distributes ceramic products, roof tiles, granites, sanitary ware, paints, gypsum, leak-proof coatings, and instant cement products, as well as ceramic floor and wall tile, readymix and lightweight concrete, and lightweight brick products. The company offers its products under the KIA, Impresso, Jayamix, and Laurenza brand names. Its marketing and distribution network comprises 19 branches in various cities in Indonesia, including Medan, Pekan Baru, Jambi, Palembang, Bandar Lampung, Jakarta, Bekasi, Bogor, Tangerang, Bandung, Cirebon, Yogyakarta, Semarang, Surabaya, Malang, Denpasar, Banjarmasin, Samarinda, and Makassar. The company was founded in 2001 and is headquartered in Jakarta Selatan, Indonesia. PT Kokoh Inti Arebama Tbk is a subsidiary of SCG Distribution Company Limited.",980843732,Industrials,Building Products & Equipment
KONI,Perdana Bangun Pusaka Tbk,"Gedung Konica Lantai 6 - Jalan Gunung Sahari No. 78 Gn. Sahari Sel. Kemayoran, Central Jakarta",https://www.perdanabangunpusaka.co.id,62 21 422 1888,"PT Perdana Bangun Pusaka Tbk sells and distributes photographic products in Indonesia. The company's photographic products include photographic paper, chemical supplies, films, vinyl/flex banners, frames, and other finished goods, as well as color papers, inkjet papers, dye sub printers, minilabs, and DNP media printers. It also provides auto processors, cassettes, grids, hangers, screens, X-ray films, and USG papers for conventional medical uses; and CR and DR systems, digital media products, LED viewers, and scanners for medical digital imaging uses, as well as hard disk drives. In addition, the company leases office spaces. It operates through retail stores or representative offices that are located in 15 geographic areas in Indonesia. The company was formerly known as PT Konica Cemerlang and changed its name to PT Perdana Bangun Pusaka Tbk in April 1988. The company was founded in 1987 and is headquartered in Central Jakarta, Indonesia. PT Perdana Bangun Pusaka Tbk is a subsidiary of PT Dasabina Adityasarana.",312000000,Consumer Cyclical,Specialty Retail
KOPI,Mitra Energi Persada Tbk.,"Graha Krama Yudha - 2nd Floor Jl. Warung Jati Barat No. 43, Jakarta Selatan",https://new.mitraenergipersada.com,62 21 794 5838,"PT Mitra Energi Persada Tbk, together with its subsidiaries, engages in the energy infrastructure, and oil and gas businesses in Indonesia. It trades in and distributes natural and artificial gas through a network of downstream pipelines in South Sumatra region. The company also trades in machine and equipment, as well as solid fuel, liquid and gas, and other related products. In addition, it is involved in the power plant, coal mining, and other related businesses. The company was formerly known as PT Korpora Persada Investama, Tbk and changed its name to PT Mitra Energi Persada Tbk in January 2008. The company was founded in 1981 and is based in Jakarta Selatan, Indonesia. PT Mitra Energi Persada Tbk is a subsidiary of PT Mulya Tara Mandiri.",697266668,Energy,Oil & Gas Refining & Marketing
KOTA,DMS Propertindo Tbk.,"Gedung Graha Mampang - 2nd Floor Jl. Mampang Prapatan No. 100, Jakarta Selatan",https://www.dmspropertindo.com,62 21 794 0671,"PT DMS Propertindo Tbk operates as a property development and hospitality management company in Indonesia. The company constructs residential buildings, civil projects, and other construction installations. It also owns and operates three hotels, including ZEST Hotel, Hotel Indies Heritage, and FABU Hotel; and operates restaurants, a bar, and a spa. The company was founded in 2011 and is headquartered in Jakarta Selatan, Indonesia. PT DMS Propertindo Tbk is a subsidiary of PT DMS Investama.",10546185701,Real Estate,Real Estate Services
KPAL,Steadfast Marine Tbk.,NULL,NULL,NULL,NULL,1069009400,NULL,NULL
KPAS,Cottonindo Ariesta Tbk.,NULL,NULL,NULL,NULL,768043253,NULL,NULL
KPIG,MNC Land Tbk.,"MNC Tower - 17th Floor MNC Center Jalan Kebon Sirih Kav. 17-19, Jakarta",https://www.mncland.com,62 21 392 9828,"PT MNC Land Tbk, together with its subsidiaries, rents office spaces, and provides securities and other property services in Indonesia. The company also involved in the property development, supervision, maintenance, and utilization and property management; space and food court leasing; contract work; trading; land transportation; land and property leasing services; manpower recruitment and placement service; security services and training consultancy service; exhibition facility services; development and management of integrated tourism park; and built and managed recreation and tourism activities. In addition, it engages in sports and fitness facility management services; sports equipment rental and repair services; golf course/equipment rental and training services; golf consultancy services; theme park development and management; and investment activities. Further, the company owns and manages integrated property areas including office buildings, upscale apartments, hotels and resorts, golf courses, and villas. PT MNC Land Tbk was formerly known as PT Global Land Development Tbk and changed its name to PT MNC Land Tbk in 2012. The company was founded in 1990 and is based in Jakarta, Indonesia.",88688299330,Real Estate,Real Estate Services
